name,label
Actor_01/03-01-07-02-02-01-01,6
Actor_01/03-01-07-02-02-02-01,6
Actor_01/03-01-08-01-01-01-01,7
Actor_01/03-01-08-01-01-02-01,7
Actor_01/03-01-08-01-02-01-01,7
Actor_01/03-01-08-01-02-02-01,7
Actor_01/03-01-08-02-01-01-01,7
Actor_01/03-01-08-02-01-02-01,7
Actor_01/03-01-08-02-02-01-01,7
Actor_01/03-01-08-02-02-02-01,7
Actor_02/03-01-01-01-01-01-02,0
Actor_02/03-01-01-01-01-02-02,0
Actor_02/03-01-01-01-02-01-02,0
Actor_02/03-01-01-01-02-02-02,0
Actor_02/03-01-02-01-01-01-02,1
Actor_02/03-01-02-01-01-02-02,1
Actor_02/03-01-02-01-02-01-02,1
Actor_02/03-01-02-01-02-02-02,1
Actor_02/03-01-02-02-01-01-02,1
Actor_02/03-01-02-02-01-02-02,1
Actor_02/03-01-02-02-02-01-02,1
Actor_02/03-01-02-02-02-02-02,1
Actor_02/03-01-03-01-01-01-02,2
Actor_02/03-01-03-01-01-02-02,2
Actor_02/03-01-03-01-02-01-02,2
Actor_02/03-01-03-01-02-02-02,2
Actor_02/03-01-03-02-01-01-02,2
Actor_02/03-01-03-02-01-02-02,2
Actor_02/03-01-03-02-02-01-02,2
Actor_02/03-01-03-02-02-02-02,2
Actor_02/03-01-04-01-01-01-02,3
Actor_02/03-01-04-01-01-02-02,3
Actor_02/03-01-04-01-02-01-02,3
Actor_02/03-01-04-01-02-02-02,3
Actor_02/03-01-04-02-01-01-02,3
Actor_02/03-01-04-02-01-02-02,3
Actor_02/03-01-04-02-02-01-02,3
Actor_02/03-01-04-02-02-02-02,3
Actor_02/03-01-05-01-01-01-02,4
Actor_02/03-01-05-01-01-02-02,4
Actor_02/03-01-05-01-02-01-02,4
Actor_02/03-01-05-01-02-02-02,4
Actor_02/03-01-05-02-01-01-02,4
Actor_02/03-01-05-02-01-02-02,4
Actor_02/03-01-05-02-02-01-02,4
Actor_02/03-01-05-02-02-02-02,4
Actor_02/03-01-06-01-01-01-02,5
Actor_02/03-01-06-01-01-02-02,5
Actor_02/03-01-06-01-02-01-02,5
Actor_02/03-01-06-01-02-02-02,5
Actor_02/03-01-06-02-01-01-02,5
Actor_02/03-01-06-02-01-02-02,5
Actor_02/03-01-06-02-02-01-02,5
Actor_02/03-01-06-02-02-02-02,5
Actor_02/03-01-07-01-01-01-02,6
Actor_02/03-01-07-01-01-02-02,6
Actor_02/03-01-07-01-02-01-02,6
Actor_02/03-01-07-01-02-02-02,6
Actor_02/03-01-07-02-01-01-02,6
Actor_02/03-01-07-02-01-02-02,6
Actor_02/03-01-07-02-02-01-02,6
Actor_02/03-01-07-02-02-02-02,6
Actor_02/03-01-08-01-01-01-02,7
Actor_02/03-01-08-01-01-02-02,7
Actor_02/03-01-08-01-02-01-02,7
Actor_02/03-01-08-01-02-02-02,7
Actor_02/03-01-08-02-01-01-02,7
Actor_02/03-01-08-02-01-02-02,7
Actor_02/03-01-08-02-02-01-02,7
Actor_02/03-01-08-02-02-02-02,7
Actor_03/03-01-01-01-01-01-03,0
Actor_03/03-01-01-01-01-02-03,0
Actor_03/03-01-01-01-02-01-03,0
Actor_03/03-01-01-01-02-02-03,0
Actor_03/03-01-02-01-01-01-03,1
Actor_03/03-01-02-01-01-02-03,1
Actor_03/03-01-02-01-02-01-03,1
Actor_03/03-01-02-01-02-02-03,1
Actor_03/03-01-02-02-01-01-03,1
Actor_03/03-01-02-02-01-02-03,1
Actor_03/03-01-02-02-02-01-03,1
Actor_03/03-01-02-02-02-02-03,1
Actor_03/03-01-03-01-01-01-03,2
Actor_03/03-01-03-01-01-02-03,2
Actor_03/03-01-03-01-02-01-03,2
Actor_03/03-01-03-01-02-02-03,2
Actor_03/03-01-03-02-01-01-03,2
Actor_03/03-01-03-02-01-02-03,2
Actor_03/03-01-03-02-02-01-03,2
Actor_03/03-01-03-02-02-02-03,2
Actor_03/03-01-04-01-01-01-03,3
Actor_03/03-01-04-01-01-02-03,3
Actor_03/03-01-04-01-02-01-03,3
Actor_03/03-01-04-01-02-02-03,3
Actor_03/03-01-04-02-01-01-03,3
Actor_03/03-01-04-02-01-02-03,3
Actor_03/03-01-04-02-02-01-03,3
Actor_03/03-01-04-02-02-02-03,3
Actor_03/03-01-05-01-01-01-03,4
Actor_03/03-01-05-01-01-02-03,4
Actor_03/03-01-05-01-02-01-03,4
Actor_03/03-01-05-01-02-02-03,4
Actor_03/03-01-05-02-01-01-03,4
Actor_03/03-01-05-02-01-02-03,4
Actor_03/03-01-05-02-02-01-03,4
Actor_03/03-01-05-02-02-02-03,4
Actor_03/03-01-06-01-01-01-03,5
Actor_03/03-01-06-01-01-02-03,5
Actor_03/03-01-06-01-02-01-03,5
Actor_03/03-01-06-01-02-02-03,5
Actor_03/03-01-06-02-01-01-03,5
Actor_03/03-01-06-02-01-02-03,5
Actor_03/03-01-06-02-02-01-03,5
Actor_03/03-01-06-02-02-02-03,5
Actor_03/03-01-07-01-01-01-03,6
Actor_03/03-01-07-01-01-02-03,6
Actor_03/03-01-07-01-02-01-03,6
Actor_03/03-01-07-01-02-02-03,6
Actor_03/03-01-07-02-01-01-03,6
Actor_03/03-01-07-02-01-02-03,6
Actor_03/03-01-07-02-02-01-03,6
Actor_03/03-01-07-02-02-02-03,6
Actor_03/03-01-08-01-01-01-03,7
Actor_03/03-01-08-01-01-02-03,7
Actor_03/03-01-08-01-02-01-03,7
Actor_03/03-01-08-01-02-02-03,7
Actor_03/03-01-08-02-01-01-03,7
Actor_03/03-01-08-02-01-02-03,7
Actor_03/03-01-08-02-02-01-03,7
Actor_03/03-01-08-02-02-02-03,7
Actor_04/03-01-01-01-01-01-04,0
Actor_04/03-01-01-01-01-02-04,0
Actor_04/03-01-01-01-02-01-04,0
Actor_04/03-01-01-01-02-02-04,0
Actor_04/03-01-02-01-01-01-04,1
Actor_04/03-01-02-01-01-02-04,1
Actor_04/03-01-02-01-02-01-04,1
Actor_04/03-01-02-01-02-02-04,1
Actor_04/03-01-02-02-01-01-04,1
Actor_04/03-01-02-02-01-02-04,1
Actor_04/03-01-02-02-02-01-04,1
Actor_04/03-01-02-02-02-02-04,1
Actor_04/03-01-03-01-01-01-04,2
Actor_04/03-01-03-01-01-02-04,2
Actor_04/03-01-03-01-02-01-04,2
Actor_04/03-01-03-01-02-02-04,2
Actor_04/03-01-03-02-01-01-04,2
Actor_04/03-01-03-02-01-02-04,2
Actor_04/03-01-03-02-02-01-04,2
Actor_04/03-01-03-02-02-02-04,2
Actor_04/03-01-04-01-01-01-04,3
Actor_04/03-01-04-01-01-02-04,3
Actor_04/03-01-04-01-02-01-04,3
Actor_04/03-01-04-01-02-02-04,3
Actor_04/03-01-04-02-01-01-04,3
Actor_04/03-01-04-02-01-02-04,3
Actor_04/03-01-04-02-02-01-04,3
Actor_04/03-01-04-02-02-02-04,3
Actor_04/03-01-05-01-01-01-04,4
Actor_04/03-01-05-01-01-02-04,4
Actor_04/03-01-05-01-02-01-04,4
Actor_04/03-01-05-01-02-02-04,4
Actor_04/03-01-05-02-01-01-04,4
Actor_04/03-01-05-02-01-02-04,4
Actor_04/03-01-05-02-02-01-04,4
Actor_04/03-01-05-02-02-02-04,4
Actor_04/03-01-06-01-01-01-04,5
Actor_04/03-01-06-01-01-02-04,5
Actor_04/03-01-06-01-02-01-04,5
Actor_04/03-01-06-01-02-02-04,5
Actor_04/03-01-06-02-01-01-04,5
Actor_04/03-01-06-02-01-02-04,5
Actor_04/03-01-06-02-02-01-04,5
Actor_04/03-01-06-02-02-02-04,5
Actor_04/03-01-07-01-01-01-04,6
Actor_04/03-01-07-01-01-02-04,6
Actor_04/03-01-07-01-02-01-04,6
Actor_04/03-01-07-01-02-02-04,6
Actor_04/03-01-07-02-01-01-04,6
Actor_04/03-01-07-02-01-02-04,6
Actor_04/03-01-07-02-02-01-04,6
Actor_04/03-01-07-02-02-02-04,6
Actor_04/03-01-08-01-01-01-04,7
Actor_04/03-01-08-01-01-02-04,7
Actor_04/03-01-08-01-02-01-04,7
Actor_04/03-01-08-01-02-02-04,7
Actor_04/03-01-08-02-01-01-04,7
Actor_04/03-01-08-02-01-02-04,7
Actor_04/03-01-08-02-02-01-04,7
Actor_04/03-01-08-02-02-02-04,7
Actor_05/03-01-01-01-01-01-05,0
Actor_05/03-01-01-01-01-02-05,0
Actor_05/03-01-01-01-02-01-05,0
Actor_05/03-01-01-01-02-02-05,0
Actor_05/03-01-02-01-01-01-05,1
Actor_05/03-01-02-01-01-02-05,1
Actor_05/03-01-02-01-02-01-05,1
Actor_05/03-01-02-01-02-02-05,1
Actor_05/03-01-02-02-01-01-05,1
Actor_05/03-01-02-02-01-02-05,1
Actor_05/03-01-02-02-02-01-05,1
Actor_05/03-01-02-02-02-02-05,1
Actor_05/03-01-03-01-01-01-05,2
Actor_05/03-01-03-01-01-02-05,2
Actor_05/03-01-03-01-02-01-05,2
Actor_05/03-01-03-01-02-02-05,2
Actor_05/03-01-03-02-01-01-05,2
Actor_05/03-01-03-02-01-02-05,2
Actor_05/03-01-03-02-02-01-05,2
Actor_05/03-01-03-02-02-02-05,2
Actor_05/03-01-04-01-01-01-05,3
Actor_05/03-01-04-01-01-02-05,3
Actor_05/03-01-04-01-02-01-05,3
Actor_05/03-01-04-01-02-02-05,3
Actor_05/03-01-04-02-01-01-05,3
Actor_05/03-01-04-02-01-02-05,3
Actor_05/03-01-04-02-02-01-05,3
Actor_05/03-01-04-02-02-02-05,3
Actor_05/03-01-05-01-01-01-05,4
Actor_05/03-01-05-01-01-02-05,4
Actor_05/03-01-05-01-02-01-05,4
Actor_05/03-01-05-01-02-02-05,4
Actor_05/03-01-05-02-01-01-05,4
Actor_05/03-01-05-02-01-02-05,4
Actor_05/03-01-05-02-02-01-05,4
Actor_05/03-01-05-02-02-02-05,4
Actor_05/03-01-06-01-01-01-05,5
Actor_05/03-01-06-01-01-02-05,5
Actor_05/03-01-06-01-02-01-05,5
Actor_05/03-01-06-01-02-02-05,5
Actor_05/03-01-06-02-01-01-05,5
Actor_05/03-01-06-02-01-02-05,5
Actor_05/03-01-06-02-02-01-05,5
Actor_05/03-01-06-02-02-02-05,5
Actor_05/03-01-07-01-01-01-05,6
Actor_05/03-01-07-01-01-02-05,6
Actor_05/03-01-07-01-02-01-05,6
Actor_05/03-01-07-01-02-02-05,6
Actor_05/03-01-07-02-01-01-05,6
Actor_05/03-01-07-02-01-02-05,6
Actor_05/03-01-07-02-02-01-05,6
Actor_05/03-01-07-02-02-02-05,6
Actor_05/03-01-08-01-01-01-05,7
Actor_05/03-01-08-01-01-02-05,7
Actor_05/03-01-08-01-02-01-05,7
Actor_05/03-01-08-01-02-02-05,7
Actor_05/03-01-08-02-01-01-05,7
Actor_05/03-01-08-02-01-02-05,7
Actor_05/03-01-08-02-02-01-05,7
Actor_05/03-01-08-02-02-02-05,7
Actor_06/03-01-01-01-01-01-06,0
Actor_06/03-01-01-01-01-02-06,0
Actor_06/03-01-01-01-02-01-06,0
Actor_06/03-01-01-01-02-02-06,0
Actor_06/03-01-02-01-01-01-06,1
Actor_06/03-01-02-01-01-02-06,1
Actor_06/03-01-02-01-02-01-06,1
Actor_06/03-01-02-01-02-02-06,1
Actor_06/03-01-02-02-01-01-06,1
Actor_06/03-01-02-02-01-02-06,1
Actor_06/03-01-02-02-02-01-06,1
Actor_06/03-01-02-02-02-02-06,1
Actor_06/03-01-03-01-01-01-06,2
Actor_06/03-01-03-01-01-02-06,2
Actor_06/03-01-03-01-02-01-06,2
Actor_06/03-01-03-01-02-02-06,2
Actor_06/03-01-03-02-01-01-06,2
Actor_06/03-01-03-02-01-02-06,2
Actor_06/03-01-03-02-02-01-06,2
Actor_06/03-01-03-02-02-02-06,2
Actor_06/03-01-04-01-01-01-06,3
Actor_06/03-01-04-01-01-02-06,3
Actor_06/03-01-04-01-02-01-06,3
Actor_06/03-01-04-01-02-02-06,3
Actor_06/03-01-04-02-01-01-06,3
Actor_06/03-01-04-02-01-02-06,3
Actor_06/03-01-04-02-02-01-06,3
Actor_06/03-01-04-02-02-02-06,3
Actor_06/03-01-05-01-01-01-06,4
Actor_06/03-01-05-01-01-02-06,4
Actor_06/03-01-05-01-02-01-06,4
Actor_06/03-01-05-01-02-02-06,4
Actor_06/03-01-05-02-01-01-06,4
Actor_06/03-01-05-02-01-02-06,4
Actor_06/03-01-05-02-02-01-06,4
Actor_06/03-01-05-02-02-02-06,4
Actor_06/03-01-06-01-01-01-06,5
Actor_06/03-01-06-01-01-02-06,5
Actor_06/03-01-06-01-02-01-06,5
Actor_06/03-01-06-01-02-02-06,5
Actor_06/03-01-06-02-01-01-06,5
Actor_06/03-01-06-02-01-02-06,5
Actor_06/03-01-06-02-02-01-06,5
Actor_06/03-01-06-02-02-02-06,5
Actor_06/03-01-07-01-01-01-06,6
Actor_06/03-01-07-01-01-02-06,6
Actor_06/03-01-07-01-02-01-06,6
Actor_06/03-01-07-01-02-02-06,6
Actor_06/03-01-07-02-01-01-06,6
Actor_06/03-01-07-02-01-02-06,6
Actor_06/03-01-07-02-02-01-06,6
Actor_06/03-01-07-02-02-02-06,6
Actor_06/03-01-08-01-01-01-06,7
Actor_06/03-01-08-01-01-02-06,7
Actor_06/03-01-08-01-02-01-06,7
Actor_06/03-01-08-01-02-02-06,7
Actor_06/03-01-08-02-01-01-06,7
Actor_06/03-01-08-02-01-02-06,7
Actor_06/03-01-08-02-02-01-06,7
Actor_06/03-01-08-02-02-02-06,7
Actor_07/03-01-01-01-01-01-07,0
Actor_07/03-01-01-01-01-02-07,0
Actor_07/03-01-01-01-02-01-07,0
Actor_07/03-01-01-01-02-02-07,0
Actor_07/03-01-02-01-01-01-07,1
Actor_07/03-01-02-01-01-02-07,1
Actor_07/03-01-02-01-02-01-07,1
Actor_07/03-01-02-01-02-02-07,1
Actor_07/03-01-02-02-01-01-07,1
Actor_07/03-01-02-02-01-02-07,1
Actor_07/03-01-02-02-02-01-07,1
Actor_07/03-01-02-02-02-02-07,1
Actor_07/03-01-03-01-01-01-07,2
Actor_07/03-01-03-01-01-02-07,2
Actor_07/03-01-03-01-02-01-07,2
Actor_07/03-01-03-01-02-02-07,2
Actor_07/03-01-03-02-01-01-07,2
Actor_07/03-01-03-02-01-02-07,2
Actor_07/03-01-03-02-02-01-07,2
Actor_07/03-01-03-02-02-02-07,2
Actor_07/03-01-04-01-01-01-07,3
Actor_07/03-01-04-01-01-02-07,3
Actor_07/03-01-04-01-02-01-07,3
Actor_07/03-01-04-01-02-02-07,3
Actor_07/03-01-04-02-01-01-07,3
Actor_07/03-01-04-02-01-02-07,3
Actor_07/03-01-04-02-02-01-07,3
Actor_07/03-01-04-02-02-02-07,3
Actor_07/03-01-05-01-01-01-07,4
Actor_07/03-01-05-01-01-02-07,4
Actor_07/03-01-05-01-02-01-07,4
Actor_07/03-01-05-01-02-02-07,4
Actor_07/03-01-05-02-01-01-07,4
Actor_07/03-01-05-02-01-02-07,4
Actor_07/03-01-05-02-02-01-07,4
Actor_07/03-01-05-02-02-02-07,4
Actor_07/03-01-06-01-01-01-07,5
Actor_07/03-01-06-01-01-02-07,5
Actor_07/03-01-06-01-02-01-07,5
Actor_07/03-01-06-01-02-02-07,5
Actor_07/03-01-06-02-01-01-07,5
Actor_07/03-01-06-02-01-02-07,5
Actor_07/03-01-06-02-02-01-07,5
Actor_07/03-01-06-02-02-02-07,5
Actor_07/03-01-07-01-01-01-07,6
Actor_07/03-01-07-01-01-02-07,6
Actor_07/03-01-07-01-02-01-07,6
Actor_07/03-01-07-01-02-02-07,6
Actor_07/03-01-07-02-01-01-07,6
Actor_07/03-01-07-02-01-02-07,6
Actor_07/03-01-07-02-02-01-07,6
Actor_07/03-01-07-02-02-02-07,6
Actor_07/03-01-08-01-01-01-07,7
Actor_07/03-01-08-01-01-02-07,7
Actor_07/03-01-08-01-02-01-07,7
Actor_07/03-01-08-01-02-02-07,7
Actor_07/03-01-08-02-01-01-07,7
Actor_07/03-01-08-02-01-02-07,7
Actor_07/03-01-08-02-02-01-07,7
Actor_07/03-01-08-02-02-02-07,7
Actor_08/03-01-01-01-01-01-08,0
Actor_08/03-01-01-01-01-02-08,0
Actor_08/03-01-01-01-02-01-08,0
Actor_08/03-01-01-01-02-02-08,0
Actor_08/03-01-02-01-01-01-08,1
Actor_08/03-01-02-01-01-02-08,1
Actor_08/03-01-02-01-02-01-08,1
Actor_08/03-01-02-01-02-02-08,1
Actor_08/03-01-02-02-01-01-08,1
Actor_08/03-01-02-02-01-02-08,1
Actor_08/03-01-02-02-02-01-08,1
Actor_08/03-01-02-02-02-02-08,1
Actor_08/03-01-03-01-01-01-08,2
Actor_08/03-01-03-01-01-02-08,2
Actor_08/03-01-03-01-02-01-08,2
Actor_08/03-01-03-01-02-02-08,2
Actor_08/03-01-03-02-01-01-08,2
Actor_08/03-01-03-02-01-02-08,2
Actor_08/03-01-03-02-02-01-08,2
Actor_08/03-01-03-02-02-02-08,2
Actor_08/03-01-04-01-01-01-08,3
Actor_08/03-01-04-01-01-02-08,3
Actor_08/03-01-04-01-02-01-08,3
Actor_08/03-01-04-01-02-02-08,3
Actor_08/03-01-04-02-01-01-08,3
Actor_08/03-01-04-02-01-02-08,3
Actor_08/03-01-04-02-02-01-08,3
Actor_08/03-01-04-02-02-02-08,3
Actor_08/03-01-05-01-01-01-08,4
Actor_08/03-01-05-01-01-02-08,4
Actor_08/03-01-05-01-02-01-08,4
Actor_08/03-01-05-01-02-02-08,4
Actor_08/03-01-05-02-01-01-08,4
Actor_08/03-01-05-02-01-02-08,4
Actor_08/03-01-05-02-02-01-08,4
Actor_08/03-01-05-02-02-02-08,4
Actor_08/03-01-06-01-01-01-08,5
Actor_08/03-01-06-01-01-02-08,5
Actor_08/03-01-06-01-02-01-08,5
Actor_08/03-01-06-01-02-02-08,5
Actor_08/03-01-06-02-01-01-08,5
Actor_08/03-01-06-02-01-02-08,5
Actor_08/03-01-06-02-02-01-08,5
Actor_08/03-01-06-02-02-02-08,5
Actor_08/03-01-07-01-01-01-08,6
Actor_08/03-01-07-01-01-02-08,6
Actor_08/03-01-07-01-02-01-08,6
Actor_08/03-01-07-01-02-02-08,6
Actor_08/03-01-07-02-01-01-08,6
Actor_08/03-01-07-02-01-02-08,6
Actor_08/03-01-07-02-02-01-08,6
Actor_08/03-01-07-02-02-02-08,6
Actor_08/03-01-08-01-01-01-08,7
Actor_08/03-01-08-01-01-02-08,7
Actor_08/03-01-08-01-02-01-08,7
Actor_08/03-01-08-01-02-02-08,7
Actor_08/03-01-08-02-01-01-08,7
Actor_08/03-01-08-02-01-02-08,7
Actor_08/03-01-08-02-02-01-08,7
Actor_08/03-01-08-02-02-02-08,7
Actor_09/03-01-01-01-01-01-09,0
Actor_09/03-01-01-01-01-02-09,0
Actor_09/03-01-01-01-02-01-09,0
Actor_09/03-01-01-01-02-02-09,0
Actor_09/03-01-02-01-01-01-09,1
Actor_09/03-01-02-01-01-02-09,1
Actor_09/03-01-02-01-02-01-09,1
Actor_09/03-01-02-01-02-02-09,1
Actor_09/03-01-02-02-01-01-09,1
Actor_09/03-01-02-02-01-02-09,1
Actor_09/03-01-02-02-02-01-09,1
Actor_09/03-01-02-02-02-02-09,1
Actor_09/03-01-03-01-01-01-09,2
Actor_09/03-01-03-01-01-02-09,2
Actor_09/03-01-03-01-02-01-09,2
Actor_09/03-01-03-01-02-02-09,2
Actor_09/03-01-03-02-01-01-09,2
Actor_09/03-01-03-02-01-02-09,2
Actor_09/03-01-03-02-02-01-09,2
Actor_09/03-01-03-02-02-02-09,2
Actor_09/03-01-04-01-01-01-09,3
Actor_09/03-01-04-01-01-02-09,3
Actor_09/03-01-04-01-02-01-09,3
Actor_09/03-01-04-01-02-02-09,3
Actor_09/03-01-04-02-01-01-09,3
Actor_09/03-01-04-02-01-02-09,3
Actor_09/03-01-04-02-02-01-09,3
Actor_09/03-01-04-02-02-02-09,3
Actor_09/03-01-05-01-01-01-09,4
Actor_09/03-01-05-01-01-02-09,4
Actor_09/03-01-05-01-02-01-09,4
Actor_09/03-01-05-01-02-02-09,4
Actor_09/03-01-05-02-01-01-09,4
Actor_09/03-01-05-02-01-02-09,4
Actor_09/03-01-05-02-02-01-09,4
Actor_09/03-01-05-02-02-02-09,4
Actor_09/03-01-06-01-01-01-09,5
Actor_09/03-01-06-01-01-02-09,5
Actor_09/03-01-06-01-02-01-09,5
Actor_09/03-01-06-01-02-02-09,5
Actor_09/03-01-06-02-01-01-09,5
Actor_09/03-01-06-02-01-02-09,5
Actor_09/03-01-06-02-02-01-09,5
Actor_09/03-01-06-02-02-02-09,5
Actor_09/03-01-07-01-01-01-09,6
Actor_09/03-01-07-01-01-02-09,6
Actor_09/03-01-07-01-02-01-09,6
Actor_09/03-01-07-01-02-02-09,6
Actor_09/03-01-07-02-01-01-09,6
Actor_09/03-01-07-02-01-02-09,6
Actor_09/03-01-07-02-02-01-09,6
Actor_09/03-01-07-02-02-02-09,6
Actor_09/03-01-08-01-01-01-09,7
Actor_09/03-01-08-01-01-02-09,7
Actor_09/03-01-08-01-02-01-09,7
Actor_09/03-01-08-01-02-02-09,7
Actor_09/03-01-08-02-01-01-09,7
Actor_09/03-01-08-02-01-02-09,7
Actor_09/03-01-08-02-02-01-09,7
Actor_09/03-01-08-02-02-02-09,7
Actor_10/03-01-01-01-01-01-10,0
Actor_10/03-01-01-01-01-02-10,0
Actor_10/03-01-01-01-02-01-10,0
Actor_10/03-01-01-01-02-02-10,0
Actor_10/03-01-02-01-01-01-10,1
Actor_10/03-01-02-01-01-02-10,1
Actor_10/03-01-02-01-02-01-10,1
Actor_10/03-01-02-01-02-02-10,1
Actor_10/03-01-02-02-01-01-10,1
Actor_10/03-01-02-02-01-02-10,1
Actor_10/03-01-02-02-02-01-10,1
Actor_10/03-01-02-02-02-02-10,1
Actor_10/03-01-03-01-01-01-10,2
Actor_10/03-01-03-01-01-02-10,2
Actor_10/03-01-03-01-02-01-10,2
Actor_10/03-01-03-01-02-02-10,2
Actor_10/03-01-03-02-01-01-10,2
Actor_10/03-01-03-02-01-02-10,2
Actor_10/03-01-03-02-02-01-10,2
Actor_10/03-01-03-02-02-02-10,2
Actor_10/03-01-04-01-01-01-10,3
Actor_10/03-01-04-01-01-02-10,3
Actor_10/03-01-04-01-02-01-10,3
Actor_10/03-01-04-01-02-02-10,3
Actor_10/03-01-04-02-01-01-10,3
Actor_10/03-01-04-02-01-02-10,3
Actor_10/03-01-04-02-02-01-10,3
Actor_10/03-01-04-02-02-02-10,3
Actor_10/03-01-05-01-01-01-10,4
Actor_10/03-01-05-01-01-02-10,4
Actor_10/03-01-05-01-02-01-10,4
Actor_10/03-01-05-01-02-02-10,4
Actor_10/03-01-05-02-01-01-10,4
Actor_10/03-01-05-02-01-02-10,4
Actor_10/03-01-05-02-02-01-10,4
Actor_10/03-01-05-02-02-02-10,4
Actor_10/03-01-06-01-01-01-10,5
Actor_10/03-01-06-01-01-02-10,5
Actor_10/03-01-06-01-02-01-10,5
Actor_10/03-01-06-01-02-02-10,5
Actor_10/03-01-06-02-01-01-10,5
Actor_10/03-01-06-02-01-02-10,5
Actor_10/03-01-06-02-02-01-10,5
Actor_10/03-01-06-02-02-02-10,5
Actor_10/03-01-07-01-01-01-10,6
Actor_10/03-01-07-01-01-02-10,6
Actor_10/03-01-07-01-02-01-10,6
Actor_10/03-01-07-01-02-02-10,6
Actor_10/03-01-07-02-01-01-10,6
Actor_10/03-01-07-02-01-02-10,6
Actor_10/03-01-07-02-02-01-10,6
Actor_10/03-01-07-02-02-02-10,6
Actor_10/03-01-08-01-01-01-10,7
Actor_10/03-01-08-01-01-02-10,7
Actor_10/03-01-08-01-02-01-10,7
Actor_10/03-01-08-01-02-02-10,7
Actor_10/03-01-08-02-01-01-10,7
Actor_10/03-01-08-02-01-02-10,7
Actor_10/03-01-08-02-02-01-10,7
Actor_10/03-01-08-02-02-02-10,7
Actor_11/03-01-01-01-01-01-11,0
Actor_11/03-01-01-01-01-02-11,0
Actor_11/03-01-01-01-02-01-11,0
Actor_11/03-01-01-01-02-02-11,0
Actor_11/03-01-02-01-01-01-11,1
Actor_11/03-01-02-01-01-02-11,1
Actor_11/03-01-02-01-02-01-11,1
Actor_11/03-01-02-01-02-02-11,1
Actor_11/03-01-02-02-01-01-11,1
Actor_11/03-01-02-02-01-02-11,1
Actor_11/03-01-02-02-02-01-11,1
Actor_11/03-01-02-02-02-02-11,1
Actor_11/03-01-03-01-01-01-11,2
Actor_11/03-01-03-01-01-02-11,2
Actor_11/03-01-03-01-02-01-11,2
Actor_11/03-01-03-01-02-02-11,2
Actor_11/03-01-03-02-01-01-11,2
Actor_11/03-01-03-02-01-02-11,2
Actor_11/03-01-03-02-02-01-11,2
Actor_11/03-01-03-02-02-02-11,2
Actor_11/03-01-04-01-01-01-11,3
Actor_11/03-01-04-01-01-02-11,3
Actor_11/03-01-04-01-02-01-11,3
Actor_11/03-01-04-01-02-02-11,3
Actor_11/03-01-04-02-01-01-11,3
Actor_11/03-01-04-02-01-02-11,3
Actor_11/03-01-04-02-02-01-11,3
Actor_11/03-01-04-02-02-02-11,3
Actor_11/03-01-05-01-01-01-11,4
Actor_11/03-01-05-01-01-02-11,4
Actor_11/03-01-05-01-02-01-11,4
Actor_11/03-01-05-01-02-02-11,4
Actor_11/03-01-05-02-01-01-11,4
Actor_11/03-01-05-02-01-02-11,4
Actor_11/03-01-05-02-02-01-11,4
Actor_11/03-01-05-02-02-02-11,4
